# of elements,operation,duration (ns)
405510,Insert,1674
405510,Find,791
405510,Delete,889
405510,Memory,11466760
405610,Insert,1648
405610,Find,710
405610,Delete,1091
405610,Memory,11459448
405710,Insert,1903
405710,Find,660
405710,Delete,1244
405710,Memory,11464488
405810,Insert,1598
405810,Find,734
405810,Delete,934
405810,Memory,11463624
405910,Insert,1468
405910,Find,739
405910,Delete,1184
405910,Memory,11474952
406010,Insert,1926
406010,Find,973
406010,Delete,1684
406010,Memory,11469256
406110,Insert,1411
406110,Find,855
406110,Delete,1146
406110,Memory,11464840
406210,Insert,1330
406210,Find,623
406210,Delete,1005
406210,Memory,11471288
406310,Insert,1974
406310,Find,778
406310,Delete,1395
406310,Memory,11472968
406410,Insert,3002
406410,Find,1222
406410,Delete,1714
406410,Memory,11470776
406510,Insert,1675
406510,Find,738
406510,Delete,1047
406510,Memory,11472424
406610,Insert,1429
406610,Find,655
406610,Delete,1070
406610,Memory,11493288
406710,Insert,1554
406710,Find,700
406710,Delete,1024
406710,Memory,11487112
406810,Insert,2310
406810,Find,1158
406810,Delete,1446
406810,Memory,11494440
406910,Insert,1670
406910,Find,709
406910,Delete,916
406910,Memory,11493064
407010,Insert,1552
407010,Find,684
407010,Delete,1001
407010,Memory,11495496
407110,Insert,1447
407110,Find,690
407110,Delete,944
407110,Memory,11493352
407210,Insert,1552
407210,Find,855
407210,Delete,1382
407210,Memory,11507480
407310,Insert,1335
407310,Find,709
407310,Delete,1069
407310,Memory,11497096
407410,Insert,1387
407410,Find,834
407410,Delete,959
407410,Memory,11510584
407510,Insert,2176
407510,Find,1109
407510,Delete,2074
407510,Memory,11512872
407610,Insert,2084
407610,Find,900
407610,Delete,1237
407610,Memory,11518952
407710,Insert,2715
407710,Find,750
407710,Delete,987
407710,Memory,11525096
407810,Insert,1740
407810,Find,736
407810,Delete,1058
407810,Memory,11505944
407910,Insert,1319
407910,Find,646
407910,Delete,1125
407910,Memory,11534792
408010,Insert,1405
408010,Find,761
408010,Delete,856
408010,Memory,11526808
408110,Insert,1302
408110,Find,744
408110,Delete,1129
408110,Memory,11520680
408210,Insert,1478
408210,Find,724
408210,Delete,1026
408210,Memory,11527288
408310,Insert,1467
408310,Find,616
408310,Delete,979
408310,Memory,11526888
408410,Insert,1503
408410,Find,694
408410,Delete,971
408410,Memory,11531736
408510,Insert,1448
408510,Find,686
408510,Delete,1100
408510,Memory,11524008
408610,Insert,1407
408610,Find,609
408610,Delete,1038
408610,Memory,11551592
408710,Insert,1614
408710,Find,674
408710,Delete,947
408710,Memory,11542888
408810,Insert,1864
408810,Find,762
408810,Delete,969
408810,Memory,11550776
408910,Insert,1702
408910,Find,756
408910,Delete,998
408910,Memory,11550024
409010,Insert,2162
409010,Find,1047
409010,Delete,5541
409010,Memory,11551096
409110,Insert,1747
409110,Find,767
409110,Delete,1016
409110,Memory,11559528
409210,Insert,1468
409210,Find,697
409210,Delete,917
409210,Memory,11554040
409310,Insert,1502
409310,Find,699
409310,Delete,993
409310,Memory,11562952
409410,Insert,1341
409410,Find,706
409410,Delete,1148
409410,Memory,11558184
409510,Insert,2693
409510,Find,1145
409510,Delete,1908
409510,Memory,11565896
409610,Insert,2073
409610,Find,726
409610,Delete,1065
409610,Memory,11580600
409710,Insert,1534
409710,Find,750
409710,Delete,1007
409710,Memory,11577800
409810,Insert,1891
409810,Find,785
409810,Delete,1026
409810,Memory,11577544
409910,Insert,1277
409910,Find,681
409910,Delete,816
409910,Memory,11578792
410010,Insert,1378
410010,Find,718
410010,Delete,980
410010,Memory,11580072
410110,Insert,2260
410110,Find,1023
410110,Delete,1578
410110,Memory,11593896
410210,Insert,1725
410210,Find,713
410210,Delete,1067
410210,Memory,11591992
410310,Insert,1455
410310,Find,674
410310,Delete,869
410310,Memory,11593608
410410,Insert,1608
410410,Find,892
410410,Delete,981
410410,Memory,11588808
410510,Insert,1750
410510,Find,900
410510,Delete,1370
410510,Memory,11591400
410610,Insert,1393
410610,Find,681
410610,Delete,1128
410610,Memory,11587160
410710,Insert,1297
410710,Find,622
410710,Delete,992
410710,Memory,11614984
410810,Insert,2008
410810,Find,651
410810,Delete,1065
410810,Memory,11602648
410910,Insert,1745
410910,Find,862
410910,Delete,993
410910,Memory,11613736
411010,Insert,2451
411010,Find,1803
411010,Delete,1706
411010,Memory,11615576
411110,Insert,1245
411110,Find,687
411110,Delete,953
411110,Memory,11616008
411210,Insert,1410
411210,Find,671
411210,Delete,1104
411210,Memory,11618744
411310,Insert,1470
411310,Find,673
411310,Delete,1001
411310,Memory,11617768
411410,Insert,2351
411410,Find,1247
411410,Delete,1693
411410,Memory,11610536
411510,Insert,1940
411510,Find,825
411510,Delete,1286
411510,Memory,11629544
411610,Insert,2602
411610,Find,1259
411610,Delete,1753
411610,Memory,11625848
411710,Insert,1252
411710,Find,689
411710,Delete,1238
411710,Memory,11638792
411810,Insert,1419
411810,Find,638
411810,Delete,989
411810,Memory,11643832
411910,Insert,1152
411910,Find,624
411910,Delete,1160
411910,Memory,11634888
412010,Insert,1240
412010,Find,645
412010,Delete,1181
412010,Memory,11637144
412110,Insert,1179
412110,Find,680
412110,Delete,1096
412110,Memory,11633384
412210,Insert,1224
412210,Find,593
412210,Delete,1189
412210,Memory,11646344
412310,Insert,1383
412310,Find,658
412310,Delete,1158
412310,Memory,11657640
412410,Insert,1626
412410,Find,937
412410,Delete,1195
412410,Memory,11650024
412510,Insert,1386
412510,Find,827
412510,Delete,992
412510,Memory,11646440
412610,Insert,1430
412610,Find,713
412610,Delete,1082
412610,Memory,11650392
412710,Insert,1382
412710,Find,669
412710,Delete,1134
412710,Memory,11661480
412810,Insert,2275
412810,Find,1051
412810,Delete,1843
412810,Memory,11653976
412910,Insert,1609
412910,Find,745
412910,Delete,1061
412910,Memory,11668424
413010,Insert,1561
413010,Find,685
413010,Delete,1004
413010,Memory,11656664
413110,Insert,1221
413110,Find,591
413110,Delete,951
413110,Memory,11666440
413210,Insert,1400
413210,Find,723
413210,Delete,900
413210,Memory,11667752
413310,Insert,1689
413310,Find,777
413310,Delete,999
413310,Memory,11677736
413410,Insert,1349
413410,Find,697
413410,Delete,1090
413410,Memory,11685704
413510,Insert,1819
413510,Find,859
413510,Delete,1045
413510,Memory,11692776
413610,Insert,1344
413610,Find,659
413610,Delete,970
413610,Memory,11682936
413710,Insert,1575
413710,Find,638
413710,Delete,962
413710,Memory,11686664
413810,Insert,1736
413810,Find,712
413810,Delete,928
413810,Memory,11698504
413910,Insert,1396
413910,Find,797
413910,Delete,1062
413910,Memory,11691496
414010,Insert,1438
414010,Find,663
414010,Delete,1078
414010,Memory,11700888
414110,Insert,2602
414110,Find,833
414110,Delete,1131
414110,Memory,11703080
414210,Insert,1285
414210,Find,782
414210,Delete,1136
414210,Memory,11698680
414310,Insert,1587
414310,Find,666
414310,Delete,1091
414310,Memory,11695048
414410,Insert,1186
414410,Find,729
414410,Delete,1063
414410,Memory,11707800
414510,Insert,1643
414510,Find,842
414510,Delete,1005
414510,Memory,11710472
414610,Insert,1584
414610,Find,789
414610,Delete,956
414610,Memory,11717656
414710,Insert,1539
414710,Find,721
414710,Delete,1021
414710,Memory,11712904
414810,Insert,1276
414810,Find,718
414810,Delete,1033
414810,Memory,11715992
414910,Insert,1907
414910,Find,689
414910,Delete,922
414910,Memory,11719720
415010,Insert,1754
415010,Find,1178
415010,Delete,1421
415010,Memory,11723816
415110,Insert,1702
415110,Find,699
415110,Delete,1176
415110,Memory,11725608
415210,Insert,1348
415210,Find,620
415210,Delete,1069
415210,Memory,11730040
415310,Insert,1486
415310,Find,670
415310,Delete,1170
415310,Memory,11723144
415410,Insert,2266
415410,Find,1194
415410,Delete,1579
415410,Memory,11729432
415510,Insert,1477
415510,Find,756
415510,Delete,865
415510,Memory,11728872
415610,Insert,1643
415610,Find,804
415610,Delete,1261
415610,Memory,11738024
415710,Insert,1488
415710,Find,730
415710,Delete,1093
415710,Memory,11743432
415810,Insert,1535
415810,Find,645
415810,Delete,968
415810,Memory,11749480
415910,Insert,1384
415910,Find,725
415910,Delete,1006
415910,Memory,11753512
416010,Insert,1269
416010,Find,756
416010,Delete,971
416010,Memory,11743016
416110,Insert,1991
416110,Find,1068
416110,Delete,1604
416110,Memory,11753096
416210,Insert,1463
416210,Find,714
416210,Delete,988
416210,Memory,11759080
416310,Insert,1665
416310,Find,710
416310,Delete,1040
416310,Memory,11763176
416410,Insert,1548
416410,Find,784
416410,Delete,982
416410,Memory,11763128
416510,Insert,1242
416510,Find,850
416510,Delete,890
416510,Memory,11765384
416610,Insert,1509
416610,Find,745
416610,Delete,1113
416610,Memory,11770248
416710,Insert,1510
416710,Find,686
416710,Delete,931
416710,Memory,11766824
416810,Insert,1621
416810,Find,799
416810,Delete,1078
416810,Memory,11778808
416910,Insert,1384
416910,Find,710
416910,Delete,965
416910,Memory,11769288
417010,Insert,1799
417010,Find,826
417010,Delete,1428
417010,Memory,11785480
417110,Insert,1661
417110,Find,752
417110,Delete,1178
417110,Memory,11781736
417210,Insert,1831
417210,Find,940
417210,Delete,1174
417210,Memory,11787848
417310,Insert,1540
417310,Find,678
417310,Delete,1094
417310,Memory,11789096
417410,Insert,1273
417410,Find,676
417410,Delete,1016
417410,Memory,11795000
417510,Insert,1391
417510,Find,581
417510,Delete,1126
417510,Memory,11791464
417610,Insert,1267
417610,Find,801
417610,Delete,939
417610,Memory,11793432
417710,Insert,1745
417710,Find,641
417710,Delete,1126
417710,Memory,11779976
417810,Insert,1331
417810,Find,841
417810,Delete,1293
417810,Memory,11807000
417910,Insert,1394
417910,Find,707
417910,Delete,936
417910,Memory,11806632
418010,Insert,1500
418010,Find,717
418010,Delete,976
418010,Memory,11812568
418110,Insert,2582
418110,Find,808
418110,Delete,1259
418110,Memory,11786280
418210,Insert,1683
418210,Find,741
418210,Delete,945
418210,Memory,11815048
418310,Insert,1442
418310,Find,856
418310,Delete,951
418310,Memory,11825064
418410,Insert,1297
418410,Find,671
418410,Delete,1063
418410,Memory,11817416
418510,Insert,1301
418510,Find,666
418510,Delete,1052
418510,Memory,11830920
418610,Insert,1538
418610,Find,655
418610,Delete,908
418610,Memory,11825896
418710,Insert,2460
418710,Find,1162
418710,Delete,1540
418710,Memory,11819560
418810,Insert,1754
418810,Find,776
418810,Delete,995
418810,Memory,11820440
418910,Insert,1413
418910,Find,690
418910,Delete,965
418910,Memory,11841608
419010,Insert,1515
419010,Find,802
419010,Delete,1260
419010,Memory,11834664
419110,Insert,1747
419110,Find,723
419110,Delete,945
419110,Memory,11840904
419210,Insert,1573
419210,Find,692
419210,Delete,1090
419210,Memory,11846648
419310,Insert,1341
419310,Find,680
419310,Delete,1058
419310,Memory,11845928
419410,Insert,1278
419410,Find,916
419410,Delete,1018
419410,Memory,11846008
419510,Insert,1953
419510,Find,726
419510,Delete,986
419510,Memory,11839528
419610,Insert,1993
419610,Find,985
419610,Delete,1253
419610,Memory,11853496
419710,Insert,2249
419710,Find,708
419710,Delete,970
419710,Memory,11862216
419810,Insert,1529
419810,Find,549
419810,Delete,1123
419810,Memory,11858664
419910,Insert,1965
419910,Find,694
419910,Delete,855
419910,Memory,11859816
420010,Insert,1533
420010,Find,718
420010,Delete,1048
420010,Memory,11861864
420110,Insert,1404
420110,Find,689
420110,Delete,1149
420110,Memory,11864008
420210,Insert,1387
420210,Find,801
420210,Delete,910
420210,Memory,11865976
420310,Insert,1826
420310,Find,761
420310,Delete,898
420310,Memory,11886248
420410,Insert,1272
420410,Find,731
420410,Delete,905
420410,Memory,11886664
420510,Insert,1594
420510,Find,745
420510,Delete,983
420510,Memory,11869832
420610,Insert,1550
420610,Find,765
420610,Delete,965
420610,Memory,11874856
420710,Insert,1536
420710,Find,725
420710,Delete,1051
420710,Memory,11885992
420810,Insert,1501
420810,Find,745
420810,Delete,1002
420810,Memory,11884056
420910,Insert,2501
420910,Find,730
420910,Delete,1166
420910,Memory,11900360
421010,Insert,2703
421010,Find,1189
421010,Delete,1923
421010,Memory,11890712
421110,Insert,1710
421110,Find,729
421110,Delete,968
421110,Memory,11909128
421210,Insert,1352
421210,Find,730
421210,Delete,991
421210,Memory,11903080
421310,Insert,1275
421310,Find,777
421310,Delete,1005
421310,Memory,11897480
421410,Insert,1452
421410,Find,786
421410,Delete,1001
421410,Memory,11903704
421510,Insert,2930
421510,Find,595
421510,Delete,923
421510,Memory,11911464
421610,Insert,1696
421610,Find,716
421610,Delete,1060
421610,Memory,11899608
421710,Insert,1284
421710,Find,626
421710,Delete,1073
421710,Memory,11909480
421810,Insert,1791
421810,Find,698
421810,Delete,1144
421810,Memory,11910856
421910,Insert,1405
421910,Find,653
421910,Delete,1164
421910,Memory,11921384
422010,Insert,2433
422010,Find,1072
422010,Delete,1479
422010,Memory,11932616
422110,Insert,1279
422110,Find,671
422110,Delete,1104
422110,Memory,11932008
422210,Insert,1579
422210,Find,774
422210,Delete,982
422210,Memory,11935240
422310,Insert,1514
422310,Find,917
422310,Delete,1083
422310,Memory,11931528
422410,Insert,1270
422410,Find,645
422410,Delete,961
422410,Memory,11923000
422510,Insert,3170
422510,Find,1066
422510,Delete,1554
422510,Memory,11928008
422610,Insert,1956
422610,Find,662
422610,Delete,1231
422610,Memory,11930200
422710,Insert,1591
422710,Find,679
422710,Delete,1118
422710,Memory,11947336
422810,Insert,2506
422810,Find,755
422810,Delete,1028
422810,Memory,11944856
422910,Insert,2802
422910,Find,636
422910,Delete,1047
422910,Memory,11942888
423010,Insert,1761
423010,Find,787
423010,Delete,1061
423010,Memory,11952968
423110,Insert,1367
423110,Find,607
423110,Delete,1197
423110,Memory,11960104
423210,Insert,1943
423210,Find,1113
423210,Delete,1805
423210,Memory,11962360
423310,Insert,1511
423310,Find,739
423310,Delete,1050
423310,Memory,11960616
423410,Insert,1579
423410,Find,740
423410,Delete,1228
423410,Memory,11957768
423510,Insert,1483
423510,Find,672
423510,Delete,979
423510,Memory,11965032
423610,Insert,1452
423610,Find,668
423610,Delete,1064
423610,Memory,11971032
423710,Insert,1213
423710,Find,651
423710,Delete,1152
423710,Memory,11973000
423810,Insert,1270
423810,Find,742
423810,Delete,906
423810,Memory,11961688
423910,Insert,1106
423910,Find,656
423910,Delete,1027
423910,Memory,11968040
424010,Insert,1330
424010,Find,740
424010,Delete,919
424010,Memory,11990680
424110,Insert,1144
424110,Find,658
424110,Delete,1047
424110,Memory,11980424
424210,Insert,1374
424210,Find,654
424210,Delete,1019
424210,Memory,11982312
424310,Insert,1835
424310,Find,796
424310,Delete,1286
424310,Memory,11976904
424410,Insert,1545
424410,Find,760
424410,Delete,976
424410,Memory,11985544
424510,Insert,1423
424510,Find,746
424510,Delete,984
424510,Memory,11989768
424610,Insert,1661
424610,Find,919
424610,Delete,1177
424610,Memory,11984616
424710,Insert,1324
424710,Find,791
424710,Delete,959
424710,Memory,11992904
424810,Insert,1749
424810,Find,743
424810,Delete,1071
424810,Memory,11991512
424910,Insert,1573
424910,Find,736
424910,Delete,1095
424910,Memory,11984456
425010,Insert,1227
425010,Find,656
425010,Delete,951
425010,Memory,12001752
425110,Insert,1422
425110,Find,708
425110,Delete,1213
425110,Memory,12023912
425210,Insert,2075
425210,Find,657
425210,Delete,1025
425210,Memory,12022840
425310,Insert,1673
425310,Find,681
425310,Delete,892
425310,Memory,12014536
425410,Insert,2006
425410,Find,1232
425410,Delete,1497
425410,Memory,12021144
425510,Insert,1515
425510,Find,692
425510,Delete,1010
425510,Memory,12029416
425610,Insert,1899
425610,Find,628
425610,Delete,950
425610,Memory,12015496
425710,Insert,1282
425710,Find,662
425710,Delete,897
425710,Memory,12010664
425810,Insert,1208
425810,Find,668
425810,Delete,1120
425810,Memory,12022040
425910,Insert,1229
425910,Find,740
425910,Delete,1001
425910,Memory,12023400
426010,Insert,1332
426010,Find,796
426010,Delete,976
426010,Memory,12040232
426110,Insert,1526
426110,Find,771
426110,Delete,1053
426110,Memory,12045032
426210,Insert,1621
426210,Find,764
426210,Delete,978
426210,Memory,12038776
426310,Insert,1201
426310,Find,732
426310,Delete,1206
426310,Memory,12041160
426410,Insert,2147
426410,Find,739
426410,Delete,990
426410,Memory,12043656
426510,Insert,1231
426510,Find,611
426510,Delete,1034
426510,Memory,12055624
426610,Insert,1255
426610,Find,757
426610,Delete,862
426610,Memory,12049176
426710,Insert,1243
426710,Find,570
426710,Delete,925
426710,Memory,12048680
426810,Insert,1467
426810,Find,582
426810,Delete,1199
426810,Memory,12048152
426910,Insert,3159
426910,Find,851
426910,Delete,1073
426910,Memory,12061672
427010,Insert,1603
427010,Find,754
427010,Delete,992
427010,Memory,12061752
427110,Insert,1700
427110,Find,600
427110,Delete,1179
427110,Memory,12058856
427210,Insert,1924
427210,Find,1160
427210,Delete,1535
427210,Memory,12065832
427310,Insert,1169
427310,Find,629
427310,Delete,1175
427310,Memory,12062760
427410,Insert,1593
427410,Find,672
427410,Delete,1058
427410,Memory,12073912
427510,Insert,1506
427510,Find,785
427510,Delete,1017
427510,Memory,12084680
427610,Insert,1372
427610,Find,780
427610,Delete,915
427610,Memory,12079064
427710,Insert,1248
427710,Find,687
427710,Delete,971
427710,Memory,12081640
427810,Insert,1305
427810,Find,721
427810,Delete,1001
427810,Memory,12090168
427910,Insert,2134
427910,Find,1080
427910,Delete,1591
427910,Memory,12081224
428010,Insert,1851
428010,Find,695
428010,Delete,1131
